[0 1],[0 2],[0 3],[1 2],[1 3],[2 3],[0 1 2],[0 1 3],[0 2 3],[1 2 3],[0 1 2 3]
0.9261744966442953,0.9932885906040269,0.9731543624161074,0.9865771812080537,0.9798657718120806,0.9932885906040269,1.0,1.0,1.0,1.0,1.0
